node,HGPA_label,NMF_label
Process_Development,6,10
Process_Management,3,9
Product_Development,5,4
Product_Planning,9,0
Production_and_Assembly,5,4
Productivity_Improvement,2,8
Productivity_Software,3,9
Productivity_software,3,9
Programming_languages,6,3
Project_Charter,5,5
Project_Closure,5,5
Project_Management,7,9
Promotions_and_Campaigns,1,10
Prospecting_and_Qualification,7,9
Python,8,4
Quality_Assurance_and_Control,3,10
Quality_Management,2,8
R,3,10
RESTful_API,10,6
React,2,8
Recruitment,8,4
Redis,9,0
Regulatory_Requirements,0,7
Relational_Databases,10,6
Remedial_Action,5,5
Reporting_Tools,8,4
Research_And_Development,8,4
Resource_Planning,3,9
Root_Cause_Analysis,3,9
Ruby,8,4
Sales,4,1
Sales_Forecasting,2,8
Sales_Presentation,2,1
Sales_Training,2,8
Salesmanship,2,8
Scalability,9,0
Scheduling,3,9
Science_and_Research,1,10
Scope_Creep,5,5
Scripting,10,4
Security_Devices,6,3
Security_Operations,0,7
Security_Testing,0,7
Servers,10,0
Service-Level_Agreement,8,4
Service_Level,8,4
Service_Level_Objectives,3,9
Simple_Object_Access_Protocol_(SOAP),8,4
Social_Media,9,0
Social_Media_Management,9,0
Software_Architecture,5,5
Software_Development,5,4
Software_Engineering,10,0
Software_Systems,3,9
Solution_Architecture,8,4
Solution_Design,5,10
Splunk,2,8
Spring,9,0
Spring_Boot,9,0
Spring_Security,9,0
Stage,10,6
Statistical_Analysis,3,9
Statistics,3,9
Storage_Area_Network_(SAN),4,10
Suitescript,5,10
Swift,8,4
Systems_Analysis,7,1
Systems_Development,7,1
Systems_Engineering,5,4
TANKS,1,10
Tableau,8,4
Teaching,2,8
Technical_Documentation,8,4
Technical_Management,5,4
Technical_Services,4,1
Technical_Support_and_Services,1,2
Technical_Training,4,1
Technology_Solutions,7,1
Test-Driven_Development_(TDD),10,6
Test_Automation,9,0
Thought_Leadership,7,1
Togaf,0,7
Travel_and_Tourism,4,1
TypeScript,10,6
UNIX,9,0
Ubuntu,9,0
Unit_Testing,8,4
Unix,9,0
User_Acceptance_Testing_(UAT),5,10
Vendor_Management,6,3
Vulnerability,0,7
"Water_Supply,_Testing,_and_Treatment",9,0
Web_Applications,8,4
Web_Design_and_Development,1,10
Web_Development,10,4
Workforce_Management,3,9
Workforce_Planning,1,10
Writing,4,1
XML,1,2
jQuery,9,0
