node,HGPA_label,NMF_label
"Molecular,_Cellular,_and_Microbiology",4,7
NumPy,6,1
Office_Automation,10,4
Office_Equipment,3,0
Online_Advertising,5,1
Operating_Systems,10,7
Operational_Efficiency,2,10
Operational_Excellence,8,10
Operations_Analytics,3,1
Operations_Management,9,0
Oracle,7,5
Oracle_Forms,7,9
Oracle_PL/SQL,0,6
Oracle_Reports,0,9
Outsourcing,4,7
PHP,0,9
PL/SQL,5,9
PayPal,6,1
People_Management,3,1
Performance_Analysis,8,10
Performance_Management,7,2
Performance_Review,8,10
Physics,6,1
"Policy_Analysis,_Research,_and_Development",4,2
Power_BI,7,5
Power_Generation,4,4
Powerapps,2,10
Problem_Solving,0,6
Process_Analysis,10,7
Process_Architecture,9,8
Process_Design,2,8
Process_Management,2,8
Process_Optimization,9,8
Production_and_Assembly,4,4
Project_Documentation,7,2
Project_Implementation,6,4
Project_Management,2,10
Project_Planning,6,4
Promotional_Materials,8,8
Promotional_Strategies,8,8
Psychology,1,5
Purchasing,3,0
Python,1,5
Qualitative_Research,7,5
Quality_Assurance_and_Control,10,7
Quantitative_Analysis,8,10
Quantitative_Research,1,1
Questionnaire_Design,1,1
Quotations,4,4
R,7,5
Raw_Data,9,0
Recruitment,6,1
Reporting_Tools,2,10
Research_And_Development,10,7
Resource_Management,7,2
Revenue_Operations,8,10
Revenue_Recognition,8,10
Revisions,2,10
Risk_Management,1,2
Root_Cause_Analysis,10,4
Route,4,4
SAS,7,5
Sales,8,10
Sales_Analysis,2,10
Sales_Analytics,3,1
Sales_Enablement,2,10
Sales_Management,8,10
Sales_Metrics,8,10
Sales_Operations,2,10
Sales_Process,4,4
Sales_Reporting,2,10
Sales_Strategy,3,8
Sales_Support,7,5
Salesforce,6,4
SciPy,2,1
Science_and_Research,7,5
Scripting,5,9
Seaborn,6,1
Search_Engines,5,1
Secondary_Research,4,7
Security_Systems,10,4
Servers,6,1
Service_Level,9,0
Service_Level_Management,9,0
Service_Quality,2,8
Shopify,3,1
Shopper_Marketing,1,2
Social_Media,5,1
Social_Sciences,7,5
Social_media_sites,1,1
Software_Development,10,7
Software_Systems,10,7
Spend_Analysis,3,0
Stakeholder_Management,2,10
Statistical_Methods,7,5
Statistical_Software,10,4
Statistical_software,4,4
Statistics,1,5
Strategic_Planning,1,5
Streamlines,9,0
Supply_Inventory,9,0
Surveys,1,2
System_Configuration,4,4
Systems_Development,0,9
Systems_Thinking,3,1
Tableau,8,10
Templates,9,0
"Transportation,_Supply_Chain,_and_Logistics",3,0
Travel_and_Tourism,9,0
Triage,6,4
UI/UX,5,9
Usability,5,9
User_Experience,2,8
Visualization,7,5
Warehousing,7,5
"Water_Supply,_Testing,_and_Treatment",10,7
Web_Analytics_and_SEO,1,1
Web_Design_and_Development,5,3
Web_Development,0,6
Web_Pages,0,9
Web_Tools,5,9
WordPress,5,6
Writing,3,8
Yoast,5,6
Zendesk,10,4
jQuery,5,9
