node,HGPA_label,NMF_label
Stackdriver,4,5
Stage,9,0
Standards_Organization,9,7
Statistical_Modeling,10,11
Statistics,7,4
Storage_Area_Network_(SAN),1,9
Storage_Management,5,8
Strategic_Planning,7,4
Subsystems,7,4
Surveys,7,4
Survivability,2,10
Symantec,1,9
System_Administration,0,2
System_Configuration,2,10
System_Design_and_Implementation,12,4
System_Requirements,12,10
System_Software,7,4
Systems_Engineering,4,5
TCP/IP,6,3
Tcpdump,9,7
Teaching,10,5
Technical_Analysis,3,12
Technical_Communication,5,8
Technical_Documentation,11,11
Technical_Services,11,11
Technical_Support_and_Services,2,10
Technical_Training,6,3
Technology_Solutions,2,10
Telemetry,9,0
Telephony,7,4
Templates,3,12
Terminal_Access_Controller_Access-Control_System_(TACACS),12,7
Terraform,5,8
Test-Driven_Development_(TDD),7,4
Test_Script,11,11
Threat_Detection,1,10
Threat_Management,1,9
Threat_Modeling,1,9
Throughput,8,8
Tooling,10,11
Traceroute,9,7
Transmission_Control_Protocol_(TCP),8,5
Transport_Layer_Security_(TLS),9,0
Travel_and_Tourism,8,3
Travis,4,5
Trend_Analysis,11,7
Triage,10,0
Trunking,9,7
UI/UX,0,2
UNIX,8,3
UNIX_Shell,8,5
Ubuntu,5,8
Unit_Testing,10,11
Unix,8,3
Unix_Shell,8,5
Upskilling,9,0
Uptime,2,10
Usability,8,3
Usability_Testing,8,3
User_Acceptance_Testing_(UAT),8,8
User_Accounts,8,3
User_Experience,12,11
VMware,4,5
Veeam,5,8
Vendor_Management,1,10
Verification_And_Validation,2,10
Version_Control,10,11
Virtual_Local_Area_Network_(VLAN),4,5
Virtual_Machines,3,12
Virtual_Private_Networks_(VPN),9,7
Virtualization,3,12
Viruses,2,10
Visualization,10,5
Vulnerability,2,9
Vulnerability_Assessments,12,7
Vulnerability_Management,0,2
Vulnerability_Scanning,0,2
WAN_Optimization,11,7
"Water_Supply,_Testing,_and_Treatment",0,2
Web_Analytics_and_SEO,7,4
Web_Application_Security,2,10
Web_Applications,3,12
Web_Servers,5,8
Web_Services,3,12
Web_Traffic,4,5
Windows_Defender,1,9
Windows_PowerShell,8,5
Wintel,12,10
Wireless_Security,9,7
WordPress,3,12
Workflow_software,6,6
Writing,0,2
XML,8,3
YAML,9,0
Zenoss,4,5
