node,HGPA_label,NMF_label
Procurement,0,4
Product_Development,8,2
Production_and_Assembly,6,3
Program_Management,0,4
Programming_languages,4,10
Project_Management_Office_(PMO),0,4
Public_Cloud,3,6
Python,2,5
Quality_Assurance_and_Control,5,9
Quotations,1,10
R,8,2
React,3,6
Recruitment,5,9
Redis,3,6
Regression_Testing,1,8
Remuneration,9,7
Requisition,9,8
Resource_Management,10,10
Retargeting,9,7
Revenue_Growth,0,4
Revisions,9,1
Risk_Analysis,0,4
Robots.txt,8,2
Sales,9,1
Sales_Process,10,1
Sales_Strategy,10,1
Scala,8,2
Scalability,5,9
Science_and_Research,0,4
Scripting,2,5
Search_Engine_Marketing,8,2
Search_Engine_Optimization,2,5
Search_Engines,9,8
Secondary_Education,8,2
Selenium,4,5
Selenium_Webdriver,4,5
Sensitivity_Analysis,5,9
Server-Side,3,6
Service_Management,0,4
Site_Inspection,6,9
Sketching,7,0
Social_Marketing,7,7
Social_Media,7,0
Social_Media_Content,7,0
Software_Development,3,6
Software_Testing,1,10
Stage,4,10
Statistics,9,8
Storyboarding,6,3
Strategic_Planning,0,4
Streamlines,5,9
Supplier_Evaluation,0,8
Surgery,10,0
Taping,6,9
Technical_Analysis,2,5
Technical_Audit,2,5
Technical_Support_and_Services,2,5
Templates,5,9
Test_Automation,4,10
Test_Case,1,10
Test_Data,4,5
Test_Tools,4,10
TikTok,7,0
Trajectory,5,9
"Transportation,_Supply_Chain,_and_Logistics",0,8
Travel_and_Tourism,7,7
Typography,6,3
UI/UX,4,5
Usability,5,9
User_Acceptance_Testing_(UAT),1,8
User_Experience,0,4
Ventilation,6,9
Vigilant,5,9
Virtual_Private_Networks_(VPN),4,10
"Water_Supply,_Testing,_and_Treatment",4,10
Web_Services,2,5
WordPress,7,7
Writing,1,10
XML,2,5
gRPC,3,6
